//######################################################################################################################
//#MonsterSetBase: Atlans
//######################################################################################################################
//#Section: #0(Npc) #1(Spot) #2(Monster Individual) #3(Invasion) #4(Events) 5#(Kanturu Monster)
//######################################################################################################################

0
//######################################################################################################################
//#Monster    #MapNumber    #Range     #PositionX     #PositionY   #Direction    #Comment
//######################################################################################################################
end

1
//######################################################################################################################
//#Monster    #MapNumber    #Range      #BeginPosX     #BeginPosY     #EndPosX    #EndPosY      #Direction     #Quantity
//######################################################################################################################
47	7	3	91	63	91	63	-1	5	//Valkyrie
47	7	3	111	42	111	42	-1	5	//Valkyrie
47	7	3	69	88	69	88	-1	5	//Valkyrie
46	7	3	83	31	83	31	-1	5	//Vepar
47	7	3	47	95	47	95	-1	5	//Valkyrie
47	7	3	104	15	104	15	-1	5	//Valkyrie
48	7	3	241	12	241	12	-1	5	//Lizard King
48	7	3	243	52	243	52	-1	5	//Lizard King
48	7	3	188	19	188	19	-1	5	//Lizard King
47	7	3	106	12	106	12	-1	5	//Valkyrie
48	7	3	153	14	153	14	-1	5	//Lizard King
45	7	3	22	51	22	51	-1	5	//Bahamut
45	7	3	37	53	37	53	-1	5	//Bahamut
45	7	3	20	37	20	37	-1	5	//Bahamut
45	7	3	31	45	31	45	-1	5	//Bahamut
45	7	3	38	33	38	33	-1	5	//Bahamut
46	7	3	66	59	66	59	-1	5	//Vepar
46	7	3	48	39	48	39	-1	5	//Vepar
46	7	3	55	27	55	27	-1	5	//Vepar
46	7	3	63	12	63	12	-1	5	//Vepar
46	7	3	89	35	89	35	-1	5	//Vepar
45	7	3	71	20	71	20	-1	5	//Bahamut
45	7	3	50	21	50	21	-1	5	//Bahamut
45	7	3	50	10	50	10	-1	5	//Bahamut
52	7	3	60	185	60	185	-1	5	//Silver Valkyrie
52	7	3	49	157	49	157	-1	5	//Silver Valkyrie
52	7	3	85	156	85	156	-1	5	//Silver Valkyrie
52	7	3	115	90	115	90	-1	5	//Silver Valkyrie
52	7	3	76	137	76	137	-1	5	//Silver Valkyrie
52	7	3	109	138	109	138	-1	5	//Silver Valkyrie
52	7	3	124	146	124	146	-1	5	//Silver Valkyrie
52	7	3	198	103	198	103	-1	5	//Silver Valkyrie
52	7	3	146	112	146	112	-1	5	//Silver Valkyrie
52	7	3	73	168	73	168	-1	5	//Silver Valkyrie
52	7	3	87	188	87	188	-1	5	//Silver Valkyrie
49	7	3	38	238	38	238	-1	5	//Hydra
51	7	3	216	92	216	92	-1	5	//Great Bahamut
51	7	3	234	38	234	38	-1	5	//Great Bahamut
51	7	3	212	65	212	65	-1	5	//Great Bahamut
49	7	3	47	216	47	216	-1	5	//Hydra
49	7	3	25	231	25	231	-1	5	//Hydra
49	7	3	32	211	32	211	-1	5	//Hydra
51	7	3	231	79	231	79	-1	5	//Great Bahamut
52	7	3	184	55	184	55	-1	5	//Silver Valkyrie
52	7	3	139	66	139	66	-1	5	//Silver Valkyrie
51	7	3	237	127	237	127	-1	5	//Great Bahamut
51	7	3	238	108	238	108	-1	5	//Great Bahamut
51	7	3	218	131	218	131	-1	5	//Great Bahamut
end

2
//Monster      MapNumber      Range      PositionX      PositionY      Direction      Comment          
048            07             30         178            174            -1             //Lizard King
048            07             30         173            179            -1             //Lizard King
048            07             30         171            187            -1             //Lizard King
048            07             30         165            193            -1             //Lizard King
048            07             30         159            198            -1             //Lizard King
048            07             30         152            201            -1             //Lizard King
048            07             30         144            201            -1             //Lizard King
048            07             30         137            205            -1             //Lizard King
048            07             30         124            206            -1             //Lizard King
048            07             30         115            210            -1             //Lizard King
048            07             30         104            211            -1             //Lizard King
048            07             30         094            210            -1             //Lizard King
048            07             30         087            214            -1             //Lizard King
048            07             30         076            215            -1             //Lizard King
048            07             30         047            224            -1             //Lizard King
048            07             30         046            217            -1             //Lizard King
048            07             30         029            226            -1             //Lizard King
048            07             30         022            213            -1             //Lizard King
048            07             30         024            204            -1             //Lizard King
048            07             30         034            200            -1             //Lizard King
048            07             30         035            209            -1             //Lizard King
048            07             30         040            210            -1             //Lizard King
048            07             30         045            205            -1             //Lizard King
048            07             30         047            211            -1             //Lizard King
048            07             30         037            232            -1             //Lizard King
048            07             30         226            052            -1             //Lizard King
048            07             30         022            230            -1             //Lizard King
048            07             30         041            224            -1             //Lizard King
048            07             30         082            215            -1             //Lizard King
048            07             30         167            156            -1             //Lizard King
048            07             30         177            146            -1             //Lizard King
052            07             30         156            156            -1             //Silver Valkyrie
052            07             30         162            149            -1             //Silver Valkyrie
052            07             30         152            169            -1             //Silver Valkyrie
052            07             30         072            128            -1             //Silver Valkyrie
052            07             30         070            138            -1             //Silver Valkyrie
052            07             30         061            147            -1             //Silver Valkyrie
052            07             30         049            158            -1             //Silver Valkyrie
052            07             30         033            169            -1             //Silver Valkyrie
052            07             30         022            173            -1             //Silver Valkyrie
052            07             30         055            181            -1             //Silver Valkyrie
052            07             30         067            186            -1             //Silver Valkyrie
052            07             30         073            180            -1             //Silver Valkyrie
052            07             30         089            184            -1             //Silver Valkyrie
052            07             30         101            183            -1             //Silver Valkyrie
052            07             30         111            183            -1             //Silver Valkyrie
052            07             30         122            178            -1             //Silver Valkyrie
052            07             30         129            171            -1             //Silver Valkyrie
052            07             30         138            167            -1             //Silver Valkyrie
052            07             30         147            164            -1             //Silver Valkyrie
052            07             30         170            145            -1             //Silver Valkyrie
052            07             30         163            138            -1             //Silver Valkyrie
052            07             30         053            220            -1             //Silver Valkyrie
052            07             30         041            222            -1             //Silver Valkyrie
052            07             30         029            231            -1             //Silver Valkyrie
052            07             30         022            232            -1             //Silver Valkyrie
052            07             30         027            209            -1             //Silver Valkyrie
052            07             30         036            205            -1             //Silver Valkyrie
052            07             30         109            211            -1             //Silver Valkyrie
052            07             30         131            207            -1             //Silver Valkyrie
052            07             30         155            196            -1             //Silver Valkyrie
052            07             30         167            154            -1             //Silver Valkyrie
052            07             30         177            019            -1             //Silver Valkyrie
052            07             30         118            167            -1             //Silver Valkyrie
052            07             30         111            175            -1             //Silver Valkyrie
052            07             30         063            178            -1             //Silver Valkyrie
052            07             30         162            141            -1             //Silver Valkyrie
052            07             30         138            176            -1             //Silver Valkyrie
047            07             30         041            109            -1             //Valkyrie
047            07             30         049            100            -1             //Valkyrie
047            07             30         054            089            -1             //Valkyrie
047            07             30         062            087            -1             //Valkyrie
047            07             30         071            082            -1             //Valkyrie
047            07             30         079            070            -1             //Valkyrie
047            07             30         085            064            -1             //Valkyrie
047            07             30         094            060            -1             //Valkyrie
047            07             30         101            050            -1             //Valkyrie
047            07             30         106            048            -1             //Valkyrie
047            07             30         112            045            -1             //Valkyrie
047            07             30         109            038            -1             //Valkyrie
047            07             30         118            037            -1             //Valkyrie
047            07             30         122            029            -1             //Valkyrie
047            07             30         119            020            -1             //Valkyrie
047            07             30         124            014            -1             //Valkyrie
047            07             30         133            014            -1             //Valkyrie
047            07             30         150            014            -1             //Valkyrie
047            07             30         161            011            -1             //Valkyrie
047            07             30         166            016            -1             //Valkyrie
047            07             30         171            018            -1             //Valkyrie
047            07             30         182            014            -1             //Valkyrie
047            07             30         190            024            -1             //Valkyrie
047            07             30         196            027            -1             //Valkyrie
047            07             30         200            017            -1             //Valkyrie
047            07             30         208            009            -1             //Valkyrie
047            07             30         218            047            -1             //Valkyrie
047            07             30         222            014            -1             //Valkyrie
047            07             30         117            074            -1             //Valkyrie
047            07             30         139            061            -1             //Valkyrie
047            07             30         152            061            -1             //Valkyrie
047            07             30         172            055            -1             //Valkyrie
047            07             30         189            056            -1             //Valkyrie
047            07             30         226            046            -1             //Valkyrie
047            07             30         240            011            -1             //Valkyrie
047            07             30         227            016            -1             //Valkyrie
047            07             30         152            022            -1             //Valkyrie
047            07             30         142            015            -1             //Valkyrie
047            07             30         128            022            -1             //Valkyrie
047            07             30         116            009            -1             //Valkyrie
047            07             30         113            027            -1             //Valkyrie
047            07             30         033            108            -1             //Valkyrie
047            07             30         035            118            -1             //Valkyrie
051            07             30         228            016            -1             //Great Bahamut
051            07             30         237            017            -1             //Great Bahamut
051            07             30         237            026            -1             //Great Bahamut
051            07             30         238            040            -1             //Great Bahamut
051            07             30         235            048            -1             //Great Bahamut
051            07             30         251            051            -1             //Great Bahamut
051            07             30         206            055            -1             //Great Bahamut
051            07             30         200            049            -1             //Great Bahamut
051            07             30         193            052            -1             //Great Bahamut
051            07             30         184            052            -1             //Great Bahamut
051            07             30         178            058            -1             //Great Bahamut
051            07             30         170            061            -1             //Great Bahamut
051            07             30         156            059            -1             //Great Bahamut
051            07             30         144            063            -1             //Great Bahamut
051            07             30         133            061            -1             //Great Bahamut
051            07             30         133            070            -1             //Great Bahamut
051            07             30         125            078            -1             //Great Bahamut
051            07             30         118            085            -1             //Great Bahamut
051            07             30         124            090            -1             //Great Bahamut
051            07             30         116            098            -1             //Great Bahamut
051            07             30         106            101            -1             //Great Bahamut
051            07             30         099            108            -1             //Great Bahamut
051            07             30         091            115            -1             //Great Bahamut
051            07             30         081            123            -1             //Great Bahamut
051            07             30         126            167            -1             //Great Bahamut
051            07             30         111            174            -1             //Great Bahamut
051            07             30         090            177            -1             //Great Bahamut
051            07             30         076            180            -1             //Great Bahamut
051            07             30         062            178            -1             //Great Bahamut
051            07             30         042            178            -1             //Great Bahamut
051            07             30         027            161            -1             //Great Bahamut
051            07             30         042            152            -1             //Great Bahamut
051            07             30         019            159            -1             //Great Bahamut
051            07             30         062            140            -1             //Great Bahamut
051            07             30         070            133            -1             //Great Bahamut
051            07             30         168            054            -1             //Great Bahamut
051            07             30         007            052            -1             //Great Bahamut
051            07             30         225            045            -1             //Great Bahamut
051            07             30         207            009            -1             //Great Bahamut
051            07             30         154            069            -1             //Great Bahamut
051            07             30         111            082            -1             //Great Bahamut
051            07             30         081            116            -1             //Great Bahamut
051            07             30         072            125            -1             //Great Bahamut
051            07             30         122            066            -1             //Great Bahamut
049            07             30         019            230            -1             //Hydra
049            07             30         024            227            -1             //Hydra
051            07             30         219            056            -1             //Great Bahamut
051            07             30         215            065            -1             //Great Bahamut
051            07             30         232            055            -1             //Great Bahamut
051            07             30         231            064            -1             //Great Bahamut
051            07             30         238            071            -1             //Great Bahamut
051            07             30         229            074            -1             //Great Bahamut
051            07             30         217            075            -1             //Great Bahamut
051            07             30         225            081            -1             //Great Bahamut
051            07             30         215            086            -1             //Great Bahamut
051            07             30         223            089            -1             //Great Bahamut
051            07             30         218            101            -1             //Great Bahamut
051            07             30         232            095            -1             //Great Bahamut
052            07             30         223            070            -1             //Silver Valkyrie
052            07             30         211            059            -1             //Silver Valkyrie
052            07             30         232            086            -1             //Silver Valkyrie
052            07             30         208            104            -1             //Silver Valkyrie
052            07             30         235            106            -1             //Silver Valkyrie
052            07             30         224            108            -1             //Silver Valkyrie
048            07             30         219            124            -1             //Lizard King
051            07             30         225            117            -1             //Great Bahamut
048            07             30         227            123            -1             //Lizard King
048            07             30         219            133            -1             //Lizard King
048            07             30         226            134            -1             //Lizard King
052            07             30         224            142            -1             //Silver Valkyrie
048            07             30         226            154            -1             //Lizard King
048            07             30         221            150            -1             //Lizard King
048            07             30         220            168            -1             //Lizard King
048            07             30         232            166            -1             //Lizard King
048            07             30         231            176            -1             //Lizard King
048            07             30         217            197            -1             //Lizard King
048            07             30         215            182            -1             //Lizard King
049            07             30         211            192            -1             //Hydra
049            07             30         229            203            -1             //Hydra
052            07             30         208            183            -1             //Silver Valkyrie
052            07             30         215            174            -1             //Silver Valkyrie
048            07             30         222            190            -1             //Lizard King
048            07             30         229            190            -1             //Lizard King
052            07             30         230            181            -1             //Silver Valkyrie
052            07             30         226            161            -1             //Silver Valkyrie
052            07             30         208            198            -1             //Silver Valkyrie
048            07             30         232            206            -1             //Lizard King
048            07             30         231            196            -1             //Lizard King
048            07             30         223            202            -1             //Lizard King
048            07             30         224            184            -1             //Lizard King
048            07             30         230            171            -1             //Lizard King
048            07             30         221            158            -1             //Lizard King
048            07             30         233            124            -1             //Lizard King
048            07             30         232            102            -1             //Lizard King
052            07             30         200            103            -1             //Silver Valkyrie
052            07             30         192            101            -1             //Silver Valkyrie
052            07             30         179            092            -1             //Silver Valkyrie
052            07             30         187            094            -1             //Silver Valkyrie
052            07             30         177            101            -1             //Silver Valkyrie
052            07             30         166            117            -1             //Silver Valkyrie
052            07             30         159            112            -1             //Silver Valkyrie
052            07             30         156            122            -1             //Silver Valkyrie
052            07             30         173            109            -1             //Silver Valkyrie
052            07             30         167            107            -1             //Silver Valkyrie
052            07             30         150            120            -1             //Silver Valkyrie
052            07             30         142            125            -1             //Silver Valkyrie
051            07             30         136            129            -1             //Great Bahamut
052            07             30         129            130            -1             //Silver Valkyrie
052            07             30         117            130            -1             //Silver Valkyrie
052            07             30         121            135            -1             //Silver Valkyrie
052            07             30         144            109            -1             //Silver Valkyrie
052            07             30         122            144            -1             //Silver Valkyrie
052            07             30         112            137            -1             //Silver Valkyrie
052            07             30         101            147            -1             //Silver Valkyrie
052            07             30         097            142            -1             //Silver Valkyrie
052            07             30         144            132            -1             //Silver Valkyrie
052            07             30         093            136            -1             //Silver Valkyrie
052            07             30         090            148            -1             //Silver Valkyrie
052            07             30         124            125            -1             //Silver Valkyrie
052            07             30         087            132            -1             //Silver Valkyrie
052            07             30         086            140            -1             //Silver Valkyrie
052            07             30         078            145            -1             //Silver Valkyrie
052            07             30         079            136            -1             //Silver Valkyrie
052            07             30         067            147            -1             //Silver Valkyrie
052            07             30         071            140            -1             //Silver Valkyrie
052            07             30         105            137            -1             //Silver Valkyrie
051            07             30         083            155            -1             //Great Bahamut
052            07             30         081            164            -1             //Silver Valkyrie
052            07             30         070            168            -1             //Silver Valkyrie
052            07             30         076            174            -1             //Silver Valkyrie
052            07             30         085            185            -1             //Silver Valkyrie
052            07             30         087            175            -1             //Silver Valkyrie
051            07             30         065            187            -1             //Great Bahamut
051            07             30         064            159            -1             //Great Bahamut
051            07             30         186            099            -1             //Great Bahamut
051            07             30         185            090            -1             //Great Bahamut
051            07             30         147            114            -1             //Great Bahamut
051            07             30         084            170            -1             //Great Bahamut
048            07             30         015            234            -1             //Lizard King
048            07             30         020            237            -1             //Lizard King
048            07             30         034            237            -1             //Lizard King
048            07             30         047            231            -1             //Lizard King
048            07             30         054            232            -1             //Lizard King
048            07             30         020            218            -1             //Lizard King
048            07             30         034            176            -1             //Lizard King
end

3
//Monster      MapNumber      Range      BeginPosX      BeginPosY      EndPosX      EndPosY      Direction      Quantity      Value      Comment
080            07             00         011			010			   244			242          -1             03            0          //Golden Lizard King
081            07             00         011			010			   244			242          -1             05            0          //Golden Vepar
end

3
//Monster      MapNumber      Range      BeginPosX      BeginPosY      EndPosX      EndPosY      Direction      Quantity      Value      Comment
365            07             30         010            010            240          240          -1             10            0          //Pouch of Blessing
end

3
//Monster      MapNumber      Range      BeginPosX      BeginPosY      EndPosX      EndPosY      Direction      Quantity      Value      Comment
463            07             30         010            010            240          240          -1             10            0          //
end

3
//Monster      MapNumber      Range      BeginPosX      BeginPosY      EndPosX      EndPosY      Direction      Quantity      Value      Comment
413            07             30         010            010            240          240          -1             10            0          //Lunar Rabbit
end
