//######################################################################################################################
//#MonsterSetBase: Tarkan
//######################################################################################################################
//#Section: #0(Npc) #1(Spot) #2(Monster Individual) #3(Invasion) #4(Events) 5#(Kanturu Monster)
//######################################################################################################################

0
//######################################################################################################################
//#Monster    #MapNumber    #Range     #PositionX     #PositionY   #Direction    #Comment
//######################################################################################################################
end

1
//######################################################################################################################
//#Monster    #MapNumber    #Range      #BeginPosX     #BeginPosY     #EndPosX    #EndPosY      #Direction     #Quantity
//######################################################################################################################
58				8				4			40			178				40			178				1				5			//Tantallos
58				8				4			26			168				26			168				1				5			//Tantallos
58				8				4			31			135				31			135				1				5			//Tantallos
58				8				4			81			198				81			198				1				5			//Tantallos
58				8				4			127			155				127			155				1				5			//Tantallos
58				8				4			128			193				128			193				1				5			//Tantallos
58				8				4			108			212				108			212				1				5			//Tantallos
58				8				4			59			131				59			131				1				5			//Tantallos
60				8				4			155			155				155			155				1				5			//Bloody Wolf
60				8				4			150			139				150			139				1				5			//Bloody Wolf
60				8				4			152			122				152			122				1				5			//Bloody Wolf
58				8				4			167			143				167			143				1				5			//Tantallos
58				8				4			80			137				80			137				1				5			//Tantallos
58				8				4			98			152				98			152				1				5			//Tantallos
58				8				4			174			130				174			130				1				5			//Tantallos
59				8				4			16			243				16			243				1				5			//Zaikan
59				8				4			7			235				7			235				1				5			//Zaikan
59				8				4			17			221				17			221				1				5			//Zaikan
59				8				4			33			249				33			249				1				5			//Zaikan
59				8				4			48			213				48			213				1				5			//Zaikan
59				8				4			50			244				50			244				1				5			//Zaikan
59				8				4			35			233				35			233				1				5			//Zaikan
61				8				4			36			138				36			138				1				5			//Beam Knight
61				8				4			123			197				123			197				1				5			//Beam Knight
61				8				4			124			157				124			157				1				5			//Beam Knight
61				8				4			109			169				109			169				1				5			//Beam Knight
61				8				4			98			193				99			194				1				5			//Beam Knight
61				8				4			58			128				58			128				1				5			//Beam Knight
61				8				4			83			128				83			128				1				5			//Beam Knight
61				8				4			114			220				114			220				1				5			//Beam Knight
60				8				4			168			110				168			110				1				5			//Bloody Wolf
59				8				4			82			50				82			50				1				5			//Zaikan
59				8				4			106			40				106			40				1				5			//Zaikan
57				8				4			138			24				138			24				1				5			//Iron Wheel
59				8				4			97			57				97			57				1				5			//Zaikan
60				8				4			78			92				78			92				1				5			//Bloody Wolf
60				8				4			82			78				82			78				1				5			//Bloody Wolf
60				8				4			104			95				104			95				1				5			//Bloody Wolf
57				8				4			124			40				124			40				1				5			//Iron Wheel
62				8				4			143			56				143			56				1				5			//Mutant
60				8				4			151			61				151			61				1				5			//Bloody Wolf
60				8				4			151			53				151			53				1				5			//Bloody Wolf
62				8				4			202			105				202			105				1				5			//Mutant
57				8				4			128			76				128			76				1				5			//Iron Wheel
60				8				4			194			112				194			112				1				5			//Bloody Wolf
62				8				4			202			112				202			112				1				5			//Mutant
59				8				4			71			98				71			98				1				5			//Zaikan
59				8				4			58			100				58			100				1				5			//Zaikan
60				8				4			54			103				54			103				1				5			//Bloody Wolf
59				8				4			130			107				130			107				1				5			//Zaikan
59				8				4			155			94				155			94				1				5			//Zaikan
59				8				4			146			105				146			105				1				5			//Zaikan
59				8				4			133			101				133			101				1				5			//Zaikan
60				8				4			43			102				43			102				1				5			//Bloody Wolf
58				8				4			47			83				47			83				1				5			//Tantallos
58				8				4			59			94				59			94				1				5			//Tantallos
58				8				4			66			65				66			65				1				5			//Tantallos
57				8				4			31			67				31			67				1				5			//Iron Wheel
58				8				4			15			92				15			92				1				5			//Tantallos
58				8				4			16			106				16			106				1				5			//Tantallos
57				8				4			26			93				26			93				1				5			//Iron Wheel
end

2
//Monster      MapNumber      Range      PositionX      PositionY      Direction      Comment
057            08             30         027            075            -1             //Iron Wheel
057            08             30         034            078            -1             //Iron Wheel
057            08             30         025            083            -1             //Iron Wheel
057            08             30         021            092            -1             //Iron Wheel
058            08             30         038            087            -1             //Tantalos
057            08             30         038            098            -1             //Iron Wheel
057            08             30         048            099            -1             //Iron Wheel
057            08             30         055            100            -1             //Iron Wheel
057            08             30         062            091            -1             //Iron Wheel
057            08             30         070            092            -1             //Iron Wheel
057            08             30         079            089            -1             //Iron Wheel
057            08             30         085            091            -1             //Iron Wheel
060            08             30         091            086            -1             //Bloody wolf
057            08             30         089            071            -1             //Iron Wheel
057            08             30         090            050            -1             //Iron Wheel
058            08             30         069            120            -1             //Tantalos
058            08             30         061            121            -1             //Tantalos
058            08             30         054            120            -1             //Tantalos
058            08             30         043            121            -1             //Tantalos
058            08             30         035            121            -1             //Tantalos
058            08             30         024            120            -1             //Tantalos
058            08             30         018            127            -1             //Tantalos
058            08             30         025            127            -1             //Tantalos
058            08             30         032            132            -1             //Tantalos
058            08             30         029            098            -1             //Tantalos
058            08             30         042            134            -1             //Tantalos
058            08             30         035            141            -1             //Tantalos
058            08             30         026            149            -1             //Tantalos
058            08             30         026            160            -1             //Tantalos
058            08             30         033            157            -1             //Tantalos
058            08             30         040            150            -1             //Tantalos
058            08             30         052            138            -1             //Tantalos
058            08             30         061            134            -1             //Tantalos
060            08             30         074            081            -1             //Bloody wolf
058            08             30         075            133            -1             //Tantalos
058            08             30         081            126            -1             //Tantalos
058            08             30         087            120            -1             //Tantalos
058            08             30         077            118            -1             //Tantalos
058            08             30         096            123            -1             //Tantalos
058            08             30         107            119            -1             //Tantalos
058            08             30         112            124            -1             //Tantalos
058            08             30         119            139            -1             //Tantalos
058            08             30         107            139            -1             //Tantalos
058            08             30         105            130            -1             //Tantalos
058            08             30         107            149            -1             //Tantalos
058            08             30         086            131            -1             //Tantalos
061            08             30         073            125            -1             //Beam Knight
058            08             30         076            145            -1             //Tantalos
058            08             30         069            139            -1             //Tantalos
058            08             30         060            143            -1             //Tantalos
058            08             30         052            157            -1             //Tantalos
058            08             30         052            165            -1             //Tantalos
058            08             30         045            175            -1             //Tantalos
058            08             30         033            168            -1             //Tantalos
058            08             30         035            175            -1             //Tantalos
058            08             30         042            164            -1             //Tantalos
058            08             30         064            164            -1             //Tantalos
061            08             30         131            178            -1             //Beam Knight
058            08             30         079            156            -1             //Tantalos
058            08             30         093            137            -1             //Tantalos
058            08             30         115            154            -1             //Tantalos
058            08             30         124            152            -1             //Tantalos
058            08             30         129            141            -1             //Tantalos
058            08             30         125            129            -1             //Tantalos
058            08             30         124            161            -1             //Tantalos
058            08             30         115            168            -1             //Tantalos
058            08             30         120            177            -1             //Tantalos
061            08             30         127            171            -1             //Beam Knight
061            08             30         127            188            -1             //Beam Knight
061            08             30         121            196            -1             //Beam Knight
061            08             30         123            208            -1             //Beam Knight
061            08             30         121            217            -1             //Beam Knight
061            08             30         106            225            -1             //Beam Knight
061            08             30         109            217            -1             //Beam Knight
061            08             30         102            212            -1             //Beam Knight
061            08             30         098            207            -1             //Beam Knight
061            08             30         088            208            -1             //Beam Knight
061            08             30         080            207            -1             //Beam Knight
061            08             30         078            198            -1             //Beam Knight
061            08             30         088            189            -1             //Beam Knight
061            08             30         083            185            -1             //Beam Knight
058            08             30         098            193            -1             //Tantalos
061            08             30         073            179            -1             //Beam Knight
058            08             30         071            184            -1             //Tantalos
061            08             30         161            188            -1             //Beam Knight
061            08             30         114            209            -1             //Beam Knight
061            08             30         153            187            -1             //Beam Knight
061            08             30         166            190            -1             //Beam Knight
061            08             30         159            195            -1             //Beam Knight
061            08             30         172            195            -1             //Beam Knight
061            08             30         179            194            -1             //Beam Knight
061            08             30         183            201            -1             //Beam Knight
061            08             30         177            207            -1             //Beam Knight
058            08             30         176            214            -1             //Tantalos
061            08             30         173            221            -1             //Beam Knight
058            08             30         160            203            -1             //Tantalos
063            08             30         161            225            -1             //Death Beam Knight
061            08             30         161            218            -1             //Beam Knight
061            08             30         157            214            -1             //Beam Knight
061            08             30         153            209            -1             //Beam Knight
061            08             30         150            203            -1             //Beam Knight
061            08             30         167            225            -1             //Beam Knight
061            08             30         093            150            -1             //Beam Knight
061            08             30         169            204            -1             //Beam Knight
061            08             30         044            213            -1             //Beam Knight
061            08             30         039            210            -1             //Beam Knight
061            08             30         031            207            -1             //Beam Knight
058            08             30         024            212            -1             //Tantalos
058            08             30         027            229            -1             //Tantalos
061            08             30         031            236            -1             //Beam Knight
061            08             30         029            245            -1             //Beam Knight
058            08             30         036            225            -1             //Tantalos
058            08             30         042            244            -1             //Tantalos
061            08             30         050            241            -1             //Beam Knight
061            08             30         050            230            -1             //Beam Knight
061            08             30         043            222            -1             //Beam Knight
061            08             30         029            220            -1             //Beam Knight
061            08             30         015            218            -1             //Beam Knight
061            08             30         019            205            -1             //Beam Knight
061            08             30         011            246            -1             //Beam Knight
061            08             30         006            240            -1             //Beam Knight
061            08             30         157            224            -1             //Beam Knight
061            08             30         085            141            -1             //Beam Knight
058            08             30         022            244            -1             //Tantalos
058            08             30         052            204            -1             //Tantalos
058            08             30         165            219            -1             //Tantalos
057            08             30         114            078            -1             //Iron Wheel
end

3
//Monster      MapNumber      Range      BeginPosX      BeginPosY      EndPosX      EndPosY      Direction      Quantity      Value      Comment
082            08             00         005			020			   212			252          -1             03            0          //Golden Tantalos
083            08             00         005			020			   212			252          -1             05            0          //Golden Wheel
end

3
//Monster      MapNumber      Range      BeginPosX      BeginPosY      EndPosX      EndPosY      Direction      Quantity      Value      Comment
365            08             30         010            010            240          240          -1             10            0          //Pouch of Blessing
end

3
//Monster      MapNumber      Range      BeginPosX      BeginPosY      EndPosX      EndPosY      Direction      Quantity      Value      Comment
463            08             30         010            010            240          240          -1             10            0          //
end

3
//Monster      MapNumber      Range      BeginPosX      BeginPosY      EndPosX      EndPosY      Direction      Quantity      Value      Comment
413            08             30         010            010            240          240          -1             10            0          //Lunar Rabbit
end
