//|================================================================|
//| Zythe CashShop Editor                                          |
//| Credit: Zyth3/louis                          [skype:tec-facil] |
//|================================================================|
//Cat	ID	Main	Item	Coin	Price	Bonus	PBase1	PBase2	PBase3	PBase4	PBase5	PBase6	PBase7	PBase8	PBase9	PBase10	PMain1	PMain2	PMain3	PMain4	PMain5	PMain6	PMain7	PMain8	PMain9	PMain10	Comment
39	124	124	1	508	200	0	1240	0	0	0	0	0	0	0	0	0	1240	0	0	0	0	0	0	0	0	0	// Wizards Ring
39	127	127	1	508	300	0	1270	0	0	0	0	0	0	0	0	0	1270	0	0	0	0	0	0	0	0	0	// Lethal Wizard's Ring
39	129	129	1	508	300	0	1290	0	0	0	0	0	0	0	0	0	1290	0	0	0	0	0	0	0	0	0	// Ruby Necklace
39	154	154	1	508	500	0	1540	0	0	0	0	0	0	0	0	0	1540	0	0	0	0	0	0	0	0	0	// Magic Backpack
39	155	155	1	508	500	0	1550	0	0	0	0	0	0	0	0	0	1550	0	0	0	0	0	0	0	0	0	// Vault Expansion Certificate
39	186	186	1	508	200	0	1860	0	0	0	0	0	0	0	0	0	1860	0	0	0	0	0	0	0	0	0	// VIP
39	190	190	1	508	2000	0	1900	0	0	0	0	0	0	0	0	0	1900	0	0	0	0	0	0	0	0	0	// Master Skill Reset
41	219	219	1	509	3000	0	2190	0	0	0	0	0	0	0	0	0	2190	0	0	0	0	0	0	0	0	0	// Box of Kundum +4 +5
41	220	220	1	509	3000	0	2200	0	0	0	0	0	0	0	0	0	2200	0	0	0	0	0	0	0	0	0	// Box Jewels
41	221	221	1	509	4000	0	2210	0	0	0	0	0	0	0	0	0	2210	0	0	0	0	0	0	0	0	0	// Box Archangel
41	222	222	1	509	4000	0	2220	0	0	0	0	0	0	0	0	0	2220	0	0	0	0	0	0	0	0	0	// Box Mix 2.5
41	224	224	1	509	4000	0	2240	0	0	0	0	0	0	0	0	0	2240	0	0	0	0	0	0	0	0	0	// Box Wings S2
41	230	230	1	509	5000	0	2300	0	0	0	0	0	0	0	0	0	2300	0	0	0	0	0	0	0	0	0	// Box Armas 380
41	231	231	1	509	5000	0	2310	0	0	0	0	0	0	0	0	0	2310	0	0	0	0	0	0	0	0	0	// Box Items Accient
41	232	232	1	509	5000	0	2320	0	0	0	0	0	0	0	0	0	2320	0	0	0	0	0	0	0	0	0	// Box Sets 380
42	202	202	1	509	5000	0	2020	0	0	0	0	0	0	0	0	0	2020	0	0	0	0	0	0	0	0	0	// Jewel Of Excelent
42	203	203	1	509	5000	0	2030	0	0	0	0	0	0	0	0	0	2030	0	0	0	0	0	0	0	0	0	// Jewel Of Super Level
42	225	225	1	509	3000	0	2250	0	0	0	0	0	0	0	0	0	2250	0	0	0	0	0	0	0	0	0	// Jewel Of Skill
42	226	226	1	509	3000	0	2260	0	0	0	0	0	0	0	0	0	2260	0	0	0	0	0	0	0	0	0	// Jewel Of Luck
42	227	227	1	509	3000	0	2270	0	0	0	0	0	0	0	0	0	2270	0	0	0	0	0	0	0	0	0	// Jewel Of Adicional
42	228	228	1	509	4000	0	2280	0	0	0	0	0	0	0	0	0	2280	0	0	0	0	0	0	0	0	0	// Jewel Of Level
42	229	229	1	509	2000	0	2290	0	0	0	0	0	0	0	0	0	2290	0	0	0	0	0	0	0	0	0	// Talisman of Chaos Assembly
43	101	101	1	509	2500	0	1010	0	0	0	0	0	0	0	0	0	1010	0	0	0	0	0	0	0	0	0	// Tibetton (Evolved)
43	116	116	1	509	3000	0	1160	0	0	0	0	0	0	0	0	0	1160	0	0	0	0	0	0	0	0	0	// Dotto
43	117	117	1	509	3000	0	1170	0	0	0	0	0	0	0	0	0	1170	0	0	0	0	0	0	0	0	0	// Purification Elpis
43	153	153	1	509	2000	0	1530	0	0	0	0	0	0	0	0	0	1530	0	0	0	0	0	0	0	0	0	// Walker (Evolved)
43	159	159	1	509	2000	0	1590	0	0	0	0	0	0	0	0	0	1590	0	0	0	0	0	0	0	0	0	// Wooparoo (Evolved)
43	170	170	1	509	3500	0	1700	0	0	0	0	0	0	0	0	0	1700	0	0	0	0	0	0	0	0	0	// William (Evolved)
43	180	180	1	509	2500	0	1800	0	0	0	0	0	0	0	0	0	1800	0	0	0	0	0	0	0	0	0	// Lance Soldier
43	223	223	1	509	4000	0	2230	0	0	0	0	0	0	0	0	0	2230	0	0	0	0	0	0	0	0	0	// Tibetton (Mount)
44	130	130	1	509	2500	0	1300	0	0	0	0	0	0	0	0	0	1300	0	0	0	0	0	0	0	0	0	// Boss GGD
44	131	131	1	509	3500	0	1310	0	0	0	0	0	0	0	0	0	1310	0	0	0	0	0	0	0	0	0	// Boss Kundum
44	132	132	1	509	3500	0	1320	0	0	0	0	0	0	0	0	0	1320	0	0	0	0	0	0	0	0	0	// Boss Kundum
44	145	145	1	509	4500	0	1450	0	0	0	0	0	0	0	0	0	1450	0	0	0	0	0	0	0	0	0	// Boss Selupan
44	151	151	1	509	6000	0	1510	0	0	0	0	0	0	0	0	0	1510	0	0	0	0	0	0	0	0	0	// Boss Nix
45	187	187	1	509	7000	0	1870	0	0	0	0	0	0	0	0	0	1870	0	0	0	0	0	0	0	0	0	// Kundun's Madness Blade
45	188	188	1	509	7000	0	1880	0	0	0	0	0	0	0	0	0	1880	0	0	0	0	0	0	0	0	0	// Ancient Icarus Scroll
45	191	191	1	509	7000	0	1910	0	0	0	0	0	0	0	0	0	1910	0	0	0	0	0	0	0	0	0	// Arca's Prophecy
45	192	192	1	509	7000	0	1920	0	0	0	0	0	0	0	0	0	1920	0	0	0	0	0	0	0	0	0	// Lorencia Knight's Iron Shield
45	193	193	1	509	7000	0	1930	0	0	0	0	0	0	0	0	0	1930	0	0	0	0	0	0	0	0	0	// Runedil's Goldentune Harp
61	103	103	1	0	1000	0	1680	1650	1640	1660	1670	1690	0	0	0	0	1680	1650	1640	1660	1670	1690	0	0	0	0	// Pack Scrolls (1 Days)
61	128	128	1	0	1250	0	1100	1230	1600	1290	1270	0	0	0	0	0	1100	1230	1600	1290	1270	0	0	0	0	0	// Pack Main (1 Days)
61	194	194	1	0	1000	0	1230	1050	1060	1100	1240	1860	0	0	0	0	1230	1050	1060	1100	1240	1860	0	0	0	0	// Pack Level UP (1 Days)
61	217	217	1	0	1000	0	1190	1200	1220	1180	1230	0	0	0	0	0	1190	1200	1220	1180	1230	0	0	0	0	0	// Pack Elixir (1 Days)
62	133	133	1	509	400	0	1330	0	0	0	0	0	0	0	0	0	1330	0	0	0	0	0	0	0	0	0	// Seal of Ascension
62	134	134	1	509	600	0	1340	0	0	0	0	0	0	0	0	0	1340	0	0	0	0	0	0	0	0	0	// Seal of Wealth
62	172	172	1	509	100	0	1720	0	0	0	0	0	0	0	0	0	1720	0	0	0	0	0	0	0	0	0	// Master Seal of Ascension
62	173	173	1	509	100	0	1730	0	0	0	0	0	0	0	0	0	1730	0	0	0	0	0	0	0	0	0	// Master Seal of Wealth
63	138	138	1	0	700	0	1380	0	0	0	0	0	0	0	0	0	1380	0	0	0	0	0	0	0	0	0	// Demon
63	139	139	1	0	700	0	1390	0	0	0	0	0	0	0	0	0	1390	0	0	0	0	0	0	0	0	0	// Spirit of Guardian
63	215	215	1	0	500	0	2150	0	0	0	0	0	0	0	0	0	2150	0	0	0	0	0	0	0	0	0	// Imp
63	216	216	1	0	500	0	2160	0	0	0	0	0	0	0	0	0	2160	0	0	0	0	0	0	0	0	0	// Guardian Angel
64	140	140	1	0	300	0	1400	0	0	0	0	0	0	0	0	0	1400	0	0	0	0	0	0	0	0	0	// Blood Castle Ticket
64	141	141	1	0	300	0	1410	0	0	0	0	0	0	0	0	0	1410	0	0	0	0	0	0	0	0	0	// Devil Square Ticket
64	142	142	1	0	300	0	1420	0	0	0	0	0	0	0	0	0	1420	0	0	0	0	0	0	0	0	0	// Kalima Ticket
64	184	184	1	0	300	0	1840	0	0	0	0	0	0	0	0	0	1840	0	0	0	0	0	0	0	0	0	// Gaion's Order
64	185	185	1	0	300	0	1850	0	0	0	0	0	0	0	0	0	1850	0	0	0	0	0	0	0	0	0	// Mirror of Dimensions
65	109	109	1	0	700	0	1090	0	0	0	0	0	0	0	0	0	1090	0	0	0	0	0	0	0	0	0	// Seal of Ascension
65	143	143	1	0	200	0	1430	0	0	0	0	0	0	0	0	0	1430	0	0	0	0	0	0	0	0	0	// Talisman of Luck
65	210	210	1	0	1000	0	2100	0	0	0	0	0	0	0	0	0	2100	0	0	0	0	0	0	0	0	0	// Seal of Wealth
65	212	212	1	0	700	0	2120	0	0	0	0	0	0	0	0	0	2120	0	0	0	0	0	0	0	0	0	// Master Seal of Ascension
65	213	213	1	0	1000	0	2130	0	0	0	0	0	0	0	0	0	2130	0	0	0	0	0	0	0	0	0	// Master Seal of Wealth
66	137	137	1	0	700	0	1370	0	0	0	0	0	0	0	0	0	1370	0	0	0	0	0	0	0	0	0	// Scroll of Wizardry
66	174	174	1	0	700	0	1740	0	0	0	0	0	0	0	0	0	1740	0	0	0	0	0	0	0	0	0	// Scroll of Mana
66	175	175	1	0	1000	0	1750	0	0	0	0	0	0	0	0	0	1750	0	0	0	0	0	0	0	0	0	// Scroll of Strength
66	176	176	1	0	1000	0	1760	0	0	0	0	0	0	0	0	0	1760	0	0	0	0	0	0	0	0	0	// Scroll of Battle
66	196	196	1	0	700	0	1960	0	0	0	0	0	0	0	0	0	1960	0	0	0	0	0	0	0	0	0	// Scroll of Health
66	197	197	1	0	700	0	1970	0	0	0	0	0	0	0	0	0	1970	0	0	0	0	0	0	0	0	0	// Scroll of Defense
66	198	198	1	0	700	0	1980	0	0	0	0	0	0	0	0	0	1980	0	0	0	0	0	0	0	0	0	// Scroll of Wrath
66	199	199	1	0	700	0	1990	0	0	0	0	0	0	0	0	0	1990	0	0	0	0	0	0	0	0	0	// Scroll of Quickness
67	146	146	1	0	600	0	1460	0	0	0	0	0	0	0	0	0	1460	0	0	0	0	0	0	0	0	0	// Elixir of Strength
67	147	147	1	0	600	0	1470	0	0	0	0	0	0	0	0	0	1470	0	0	0	0	0	0	0	0	0	// Elixir of Agility
67	148	148	1	0	600	0	1480	0	0	0	0	0	0	0	0	0	1480	0	0	0	0	0	0	0	0	0	// Elixir of Health
67	149	149	1	0	600	0	1490	0	0	0	0	0	0	0	0	0	1490	0	0	0	0	0	0	0	0	0	// Elixir of Control
67	150	150	1	0	600	0	1500	0	0	0	0	0	0	0	0	0	1500	0	0	0	0	0	0	0	0	0	// Elixir of Energy
68	102	102	1	0	700	0	1020	0	0	0	0	0	0	0	0	0	1020	0	0	0	0	0	0	0	0	0	// Amethyst Ring
68	125	125	1	0	700	0	1250	0	0	0	0	0	0	0	0	0	1250	0	0	0	0	0	0	0	0	0	// Wizards Ring
68	126	126	1	0	400	0	1260	0	0	0	0	0	0	0	0	0	1260	0	0	0	0	0	0	0	0	0	// Gold Key
68	157	157	1	0	500	0	1570	0	0	0	0	0	0	0	0	0	1570	0	0	0	0	0	0	0	0	0	// Magic Backpack
68	158	158	1	0	1000	0	1580	0	0	0	0	0	0	0	0	0	1580	0	0	0	0	0	0	0	0	0	// Vault Expansion Certificate
68	163	163	1	0	700	0	1630	0	0	0	0	0	0	0	0	0	1630	0	0	0	0	0	0	0	0	0	// Lethal Wizard's Ring
68	189	189	1	0	1000	0	1890	0	0	0	0	0	0	0	0	0	1890	0	0	0	0	0	0	0	0	0	// Ruby Necklace
68	205	205	1	0	200	0	2050	0	0	0	0	0	0	0	0	0	2050	0	0	0	0	0	0	0	0	0	// Silver Key
end
