//Index     Message
117         "Reset automático: Desativado"
118         "Você não tem permissão para usar /mreset"
119         "Você não pode usar /mreset no momento"
120         "Você precisa ter pelo menos %d níveis para usar /mreset"
121         "Você precisa ter pelo menos %d resets para usar /mreset"
122         "Você precisa ter pelo menos %d zen para usar /mreset"
123         "Você não pode ter mais de %d master resets"
124         "Você não pode fazer master reset com itens equipados"
125         "Seu master reset foi restaurado com sucesso, e agora você tem %d master resets"
126         "Receber pedidos: Ligado"
127         "Receber pedidos: Desligado"
128         "Receber pedidos: Automático"
129         "Você só pode resetar %d vezes por dia"
130         "Você só pode resetar %d vezes por semana"
131         "Você só pode resetar %d vezes por mês"
132         "Você só pode fazer master reset %d vezes por dia"
133         "Você só pode fazer master reset %d vezes por semana"
134         "Você só pode fazer master reset %d vezes por mês"
135         "Você não tem permissão para usar /hide"
144         "Devil Square fechará em %d minuto(s)"
145         "Devil Square está fechado"
146         "Devil Square %d começará em %d minuto(s)"
147         "Devil Square começou"
148         "Devil Square terminou"
149         "Você não é forte o suficiente para entrar no Devil Square"
160         "O jogador alvo não está conectado"
161         "Você não pode duelar no momento"
162         "O jogador alvo recusou automaticamente sua solicitação de duelo"
163         "Você já solicitou ou foi convidado para duelar"
164         "O jogador alvo já solicitou ou foi convidado para duelar"
165         "Você não pode duelar durante a Guild War"
166         "O jogador alvo não pode duelar durante a Guild War"
167         "Você não pode duelar neste mapa"
168         "Você não pode duelar durante o Castle Siege"
169         "O nome do jogador alvo não é válido"
170         "Você não pode duelar com autodefesa"
171         "O jogador alvo não pode duelar com Defesa Automática"
172         "O jogador alvo recusou sua solicitação de duelo"
173         "Todas as arenas estão ocupadas no momento"
174         "Duelo entre %s e %s começou!"
175         "Jogador %s derrotou %s no duelo!"
176         "Illusion Temple fechará em %d minuto(s)"
177         "Illusion Temple está fechado"
178         "Illusion Temple %d começará em %d minuto(s)"
179         "Illusion Temple começou"
180         "Illusion Temple terminou"
181         "Você não é forte o suficiente para entrar no Illusion Temple"
182         "Você não tem o item necessário para entrar no Illusion Temple"
183         "O jogador %s largou o artefato"
184         "O jogador %s pegou o artefato"
192         "Invasão do Skeleton King começou!"
193         "Invasão do Red Dragon começou!"
194         "Invasão dos Dorados começou!"
195         "Invasão do White Wizard começou!"
196         "Invasão de Ano Novo começou!"
197         "Invasão dos coelhos começou!"
198         "Invasão de verão começou!"
199         "Invasão de Natal começou!"
200         "Invasão de Medusa começou!"
202 "O jogador %s derrotou o Rei Esqueleto!"
203 "O jogador %s derrotou o Dragão Vermelho!"
204 "O jogador %s derrotou o Grande Dragão Dourado!"
205 "O jogador %s derrotou o Feiticeiro Branco!"
206 "O jogador %s derrotou o Papai Noel Amaldiçoado!"
207 "O jogador %s derrotou Medusa!"
208 "O Mercador de Musgo apareceu!"
209 "O Mercador de Musgo foi embora!"
210 "A invasão de invocação de demônios começou!"
211 "A invasão do evento de ovos começou!"
224 "Você precisa estar no mínimo no nível %d para se mover"
225 "Você precisa ter pelo menos %d zen para se mover"
226 "Você não pode se mover no momento"
227 "Assassinos não podem se mover"
228 "Você não tem o equipamento correto para se mover"
229 "Apenas membros de uma das famílias dos gens podem se mover"
230 "Você precisa estar no nível máximo %d para se mover"
231 "Você precisa ter pelo menos %d resets para se mover"
232 "Você precisa ter um máximo de resty para se mover"
240 "O Sênior não está ativo no momento"
241 "O Sênior não funciona durante a Cerimônia do Castelo"
242 "Você precisa estar no clã do castelo para usar o Sênior"
243 "Você precisa ser o dono do clã para usar o Sênior"
244 "O Guardsman não funciona durante a Cerimônia do Castelo"
245 "Você já está em um clã"
246 "Você não tem nível suficiente para criar um clã"
247 "A loja está vazia"
248 "Nível da conta: Gratuito"
249 "Nível da conta: VIP1 (%s)"
250 "Nível da conta: VIP2 (%s)"
251 "Nível da conta: VIP3 (%s)"
256 "Bem-vindo %s - RePack KoshGames"
257 "Você precisa estar no mínimo no nível 40 para usar o anel"
258 "Você precisa estar no mínimo no nível 80 para usar o anel"
259 "Você não pode se mover para este mapa no momento"
260 "Você não pode pegar este item no momento"
261 "Você não pode sair do jogo com o comércio aberto"
262 "Você não pode sair do jogo com o Baú aberto"
263 "Você não pode sair do jogo com a Máquina do Caos aberta"
264 "Você não pode sair do jogo com o Trainer aberto"
265 "Você não pode sair do jogo estando em Auto Defesa"
266 "Você está no nível máximo"
267 "Você está no nível máximo de mestre"
268 "Só pode adicionar %d pontos"
269 "Você não pode falar por %d segundos"
270 "Você não pode enviar uma mensagem para você mesmo"
271 "Olá, eu sou o guarda alegre, mas eu não gosto de piadas"
272 "Teletransporte falhou"
273 "Você será teletransportado em %d segundo(s) - Não se mova ou respire!"
274 "Você não pode se mover para este mapa com montarias"
275 "Você não pode se mover para este mapa sem asas"
276 "Presente do CashShop"
304 "O Andarilho de Gelo apareceu!"
305 "Você não é forte o suficiente para entrar no Double Goer"
306 "O Andarilho de Gelo foi derrotado!"
320 "O Selupan apareceu! O portão do incubatório fechará em %d minuto(s)"
321 "O portão do incubatório fechou"
322 "O jogador %s derrotou o Selupan!"
323 "O portão do incubatório abrirá novamente em %d minuto(s)"
324 "O portão do incubatório abriu!"
325 "O portão do incubatório está fechado"
336 "A Torre de Refinamento fechará em 60 minutos(s)"
337 "A Torre de Refinamento fechará em 20 minutos(s)"
338 "O portão de Kanturu abrirá em 1 minuto(s)"
339 "A batalha contra Maya começará em breve, prepare-se"
340 "A próxima batalha começará em 1 minuto(s)"
341 "O Pesadelo apareceu! Derrote-o para liberar a Torre de Refinamento"
342 "O Pesadelo foi derrotado! A Torre de Refinamento foi liberada"
343 "O tempo acabou, você será removido do evento"
352 "O Castle Deep começará em 5 minuto(s)"
353 "O Castle Deep começou"
354 "O Castle Deep terminou"
355 "Erohim foi morto pelo jogador %s"
356 "%s foi morto pelo jogador %s"
368 "Balgass uniu forças com o exército de Kundun e está se preparando para atacar a fortaleza de Crywolf"
369 "O exército de Balgass está pronto para atacar a fortaleza de Crywolf"
370 "O exército de Balgass está marchando em direção à fortaleza de Crywolf"
371 "O exército de Balgass está se aproximando da fortaleza de Crywolf"
372 "Nenhuma Elfa conectou-se aos altares, deixando a estátua do lobo sagrado desprotegida"
373 "Balgass estará vivo até o final da batalha"
374 "A defesa falhou! A estátua do lobo sagrado foi tomada por Balgass"
375 "A defesa foi bem-sucedida! A estátua do lobo sagrado foi protegida"
376 "O período de conexão com os Altares do Lobo começará em %d segundo(s)"
377 "O período de conexão com os Altares do Lobo começará em %d minuto(s)"
378 "O exército de Balgass atacará em %d segundo(s)"
379 "O exército de Balgass atacará em %d minuto(s)"
380 "Sem a proteção das Elfas, a estátua do lobo sagrado ficou desprotegida"
381 "Balgass está chegando! Proteja a estátua do lobo sagrado"
382 "O exército de Balgass começou a atacar a estátua do lobo sagrado"
383 "O exército de Balgass foi derrotado com a ajuda dos heróis"
384 "Rank MvP: %d"
385 "Experiência MvP: %d"
386 "Balgass foi morto por %s!"
387 "Balgass foi morto!"
388 "A Dark Elf %d foi morta por %s!"
389 "Ponto MvP: %d"
390 "Conectado ao altar %d"
391 "%s conectou-se ao altar %d"
392 "O altar %d foi conectado"
393 "O período de conexão ao pedestal %d ainda não começou"
394 "O altar %d já foi conectado mais de 2 vezes"
395 "A posição para conexão ao altar %d está incorreta"
396 "%s está tentando se conectar ao altar %d"
397 "Você será conectado ao altar em 5 segundo(s)"
398 "Não se mova até que a conexão esteja completa"
399 "A conexão com o altar %d foi cancelada"
400 "A barreira da estátua do lobo sagrado desapareceu"
401 "Número de conexões: %d, Vida da estátua: %d"
402 "A barreira da estátua do lobo sagrado foi criada"
403 "A conexão requer uma Elfa de nível 260 ou superior"
416 "O Castle Siege terminou"
417 "O período de registro do Castle Siege começou"
418 "O período de registro dos emblemas do Castle Siege começou"
419 "O período de seleção dos clãs do Castle Siege começou"
420 "A seleção dos clãs do Castle Siege terminou"
421 "O período de preparação para o Castle Siege começou"
422 "O Castle Siege começará em %d minuto(s)"
423 "O Castle Siege está em andamento"
424 "O clã %s foi bem-sucedido em defender o castelo"
425 "O clã %s tornou-se o novo dono do castelo"
426 "O dono do castelo não foi definido"
427 "Apenas a Estátua do Guardião resta"
432 "A posição do jogador %s foi alterada para Assistente do Mestre do Clã"
433 "A posição do jogador %s foi alterada para Mestre de Batalha"
434 "A posição do jogador %s foi alterada para membro do clã"
435 "O tipo do clã %s foi alterado para %d"
436 "Clã entrou na aliança %s"
437 "O clã agora é inimigo do clã %s"
438 "O clã %s entrou na aliança %s"
439 "O clã retirou-se da aliança"
440 "O clã %s retirou-se da aliança %s"
441 "O clã não faz mais parte da aliança %s"
442 "O clã não é mais inimigo do clã %s"
443 "A aliança %s foi dissolvida"
448 "Você não pode invocar a Pedra da Vida fora do Castle Siege"
449 "Apenas a aliança ofensiva pode invocar a Pedra da Vida"
450 "Uma Pedra da Vida já foi invocada"
451 "Você não pode invocar a Pedra da Vida dentro da Torre do Dragão"
452 "A Pedra da Vida foi invocada com sucesso"
453 "A Pedra da Vida falhou em ser invocada"
464 "Você não pode invocar o soldado fora do Castle Siege"
465 "Apenas a aliança defensiva pode invocar o soldado"
466 "Apenas o líder do clã e seu assistente podem invocar o soldado"
467 "O número máximo de soldados foi excedido"
468 "O soldado foi invocado com sucesso"
469 "O soldado falhou em ser invocado"
480 "O servidor está desligando"
481 "O servidor desligará automaticamente em %d segundo(s)"
482 "Este é um item duplicado, contate o administrador"
483 "Seu bloqueio de chat acabou"
484 "Você será desconectado em %d segundo(s)"
485 "Defesa automática contra %s iniciada"
486 "Defesa automática contra %s terminada"
487 "O servidor será desligado automaticamente em 1 minuto(s)"
488 "O servidor será desligado automaticamente em 3 minutos(s)"
489 "O servidor será desligado automaticamente em 5 minutos(s)"
490 "A partida começará automaticamente em 10 segundo(s)"
491 "%s ganhou %d Jewel of Bless"
492 "%s matou Fenix"
493 "Você ganhou %d ponto(s) de evento e %d Golds"
494 "%s matou um golden"
495 "Você ganhou %d ponto(s) de evento e %d Golds"
496 "%s matou Erohin"
497 "Você ganhou %d ponto(s) de evento e %d Golds"
498 ""
499 "Remova o Errtel antes de colocar"
500 "[Rei do MU] O evento começou"
501 "[Rei do MU] O evento terminou"
502 "[Rei do MU] Começa em %d minuto(s)"
503 "[Rei do MU] Clã %s capturou o castelo!"
504 "[Rei do MU] Começa em %d segundo(s)"
505 ""
506 "Você não é membro de um clã!"
507 "Seu clã já é dono do castelo!"
508 "Você não está na coordenada correta!"
509 "Seu clã deve ter pelo menos %d membros!"
510 "Parabéns! Seu clã é agora o dono do castelo!"
511 "[Rei do MU] Termina em %d minuto(s)!"
512 ""
513 "Inventário limpo com sucesso!"
514 "www.kg-emulator.com"
515 "%s matou %s"
516 "%s matou %s"
517 ""
518 "Você não tem permissão para usar /setvip"
519 "Vip adicionado com sucesso!"
520 "Esta conta não existe!"
521 "%s você não precisa mais da minha ajuda"
522 "%s Seu plano vip não permite o uso desse buff"
523 "%s Zen necessário: %d"
524 "%s PCPoints necessários: %d"
525 "%s Precisa estar na família Vanert"
526 "%s Precisa estar na família Duprian"
527 "%s Precisa estar na família Duprian"
528 "%s Precisa estar na família Vanert"
529 "%s Pontos de família necessários: %d"
530 "%s Tempo: %d Minutos(s)"
531 "%s Removido %d Zen"
532 "%s Removido %d PCPoint(s)"
533 "%s Buff aplicado!"

602 "Você não pode se casar com você mesmo 0,0!"
603 "Você acabou de se casar com %s!"
604 "Você já está casado!"
605 "O outro personagem já está casado!"
606 "Uso: [/casar com nome | /casar divorciar | /casar rastrear ou rastrear]!"
607 "Você não pode se divorciar na primeira semana de casamento!"
608 "Você acabou de se divorciar!"
609 "Você não está casado!"
610 "Você rastreou!"
611 "Você rastreou!"
612 "%s acabou de casar com %s!"
613 "%s acabou de se divorciar de %s!"
614 "[Sistema de Casamento] Parabéns,"
615 "entre %s e %s!"
616 "[Sistema de Casamento] Nenhum homossexual permitido"
617 "Você precisa ter pelo menos nível %d para usar este comando!"
618 "Ele/Ela precisa ter pelo menos nível %d para usar este comando!"
619 "O sistema de casamento foi desativado!"
620 "Você precisa de pelo menos %d zen para usar este comando!"
621 "Você precisa estar na posição correta em Devias2!"
622 "Seu alvo precisa estar na posição correta em Devias2!"
623 "Informações: [Nível Mínimo: %d | Custo de Rastrear e Traçar: %d zen]!"
624 "Você não pode se divorciar enquanto ele/ela estiver desconectado!"
625 "O outro personagem está desconectado!"
626 "Skin %d aplicada em %d jogadores!"
627 "Personagem %s não está online!"
628 " "
629 " "
630 "Você precisa estar no nível %d para usar este comando!"
631 "Permitido usar apenas dentro da cidade!"
632 "Você e seu adversário precisam estar no nível %d para duelar!"
633 "Comando não habilitado para sua conta!"
634 "Comando: [/classe gu, mg, el, dm, ae, su]"
635 "Você deve escolher uma classe diferente da sua!"
636 "Você deve remover os itens do personagem primeiro!"
637 "Classe não disponível!"
638 "Resets necessários: %d!"
639 "[GameMaster] %s está online!"
640 "%s está online!"
641 "Você tem permissão para utilizar!"
642 "Personagem não encontrado!"
643 "Comando: [/premiar CHAR TIPO VALOR]"
644 "Tipo do prêmio não disponível!"
645 "Valor do prêmio maior que o permitido!"
646 "Prêmio adicionado com sucesso!"
647 "Você não pode premiar a si mesmo!"
648 "Comando: [/recarregar tipo | Ex: /recarregar comum]"
649 "Recarga executada com sucesso!"
650 "Comando: [/premiartodos TIPO VALOR]"
651 "O nome deve ter no máximo 10 letras."
652 "Esse nome já existe."
653 "Aguarde %d segundos para utilizar novamente."
654 "Esse nome já existe!"
655 "Nome alterado com sucesso!"
656 "Nome não alterado!"
657 "O personagem %s mudou o nome para %s!"
658 "Você deve sair da guild para trocar de nome."
659 "Você pode utilizar agora."
660 "[VELOZ] Começa em %s!"
661 "[VELOZ] O evento termina em %d minuto(s)!"
662 "[VELOZ] O evento termina em %d segundo(s)!"
663 "[VELOZ] Vencedor %s!"
664 "[VELOZ] Fim do evento - Não teve vencedor!"
665 "[VELOZ] Corra para as coordenadas x%d y%d"
666 "[VELOZ] Fim do evento - Evento cancelado!"
667 "Erro ao banir!"
668 "Conta banida com sucesso!"
669 "Personagem banido com sucesso!"
670 "[EVENTO] Fecha em %d segundo(s)"
671 "[EVENTO] Tempo para participar acabou!"
672 "[EVENTO] Cancelado!"
673 "[EVENTO] %s iniciou um evento!"
674 "[EVENTO] Digite /participar para entrar!"
675 "[EVENTO] Participante %s adicionado!"
676 "[ESCESC] Acaba em %d segundo(s)"
677 "[ESCESC] Acabou sem vencedor!"
678 "[ESCESC] Cancelado!"
679 "[ESCESC] %s iniciou o evento!"
680 "[ESCESC] Procure o GM e faça trade!"
681 "[ESCESC] %s venceu o evento!"
682 "[ESCESC] O evento termina em %d minuto(s)!"
683 "[PEGAPEGA] Fechou!"
684 "[PEGAPEGA] Evento iniciado. Corra negada!"
685 "[PEGAPEGA] Tempo esgotado!"
686 "[PEGAPEGA] Cancelado!"
687 "[PEGAPEGA] Abriu!"
688 "[PEGAPEGA] Digite /queroir para participar!"
689 "[PEGAPEGA] Participante %s adicionado!"
690 "[PEGAPEGA] %s venceu o evento!"
691 "[PEGAPEGA] %s foi pego!"
692 "[QUEST %d] Você precisa estar no nível %d ou mais!"
693 "[QUEST %d] Você precisa de %d Reset(s) ou mais!"
694 "[QUEST %d] Você precisa de %d Master Reset(s) ou mais!"
695 "[QUEST %d] Você precisa de %d zen ou mais!"
696 "[QUEST %d] Você deve ir para %s (x%d,y%d)!"
697 "[QUEST %d] Você tem o plano vip necessário!"
698 "[QUEST %d] Item necessário: %s!"
699 "[QUEST %d] Você precisa matar %d %s (Faltam: %d)!"
700 "[QUEST] Parabéns, você concluiu todas as quests!"
701 "[QUEST %d] Concluída! Você ganhou: %d WC, %d WP, %d GP!"
702 "Parabéns você recebeu um presente!"
703 "Você recebeu todos seus presentes!"
704 "[RoletaRussa] Fechou!"
705 "[RoletaRussa] Evento iniciado!"
706 "[RoletaRussa] Tempo esgotado!"
707 "[RoletaRussa] Cancelado!"
708 "[RoletaRussa] Abriu (Máx Participantes: %d)!"
709 "[RoletaRussa] Digite /queroir para participar!"
710 "[RoletaRussa] Participante %s adicionado!"
711 "[RoletaRussa] %s venceu o evento!"
712 "[RoletaRussa] Colocando a bala no tambor...!"
713 "[RoletaRussa] Girando o tambor...!"
714 "[RoletaRussa] Engatilhando...!"
715 "[RoletaRussa] FOGO!"
716 "[RoletaRussa] %s foi eliminado por um HeadShot!"
717 "[RoletaRussa] %s escapou ileso!"
718 "[Rei do MU] Entrega dos prêmios!!!!"
719 "[Rei do MU] A Guild %s venceu o evento!"
720 "[Rei do MU] Dono do trono: %d minuto(s)!"
721 "[Rei do MU] Todos membros da guild online ganharam:"
722 "[Rei do MU] 10 WC!!!"
723 "[Rei do MU] Personagens que mais conquistaram:"
724 "[Rei do MU] %d°: %s (Guilda: %s)!"
725 "[Rei do MU] Ganharão 10 WC cada um!"
726 "[Rei do MU] Não teve vencedor!"
730 "Adicionado(s) %d WC em sua conta!"
731 "Adicionado(s) %d WP em sua conta!"
732 "Adicionado(s) %d GP em sua conta!"
733 "Comando: [/top tipo classe | Ex: /top rr dk]"
734 "Comando: [Classe: dk, dw, fe, mg, dl, su]"
735 "Sem resultados!"
736 "%d° Colocado: %s (%d)"
737 "Pontos redistribuídos"
738 "%s alcançou a patente %s!"
739 "Você alcançou a patente %s!"
740 "Fui desativado =("
741 "Você precisa ter 64 peças do mesmo tipo no inventário"
742 "Muito obrigado, peguei os itens e entreguei seu prêmio."
743 "Desculpe, não tenho interesse nesses itens."
744 "Você trocou seus itens por prêmios!"
745 "[%s] Começa em %d minuto(s)!"
746 "[%s] Pergunta: (Use /resp para responder)"
747 "[%s] %s"
748 "[%s] %s venceu o evento!"
749 "[%s] Não teve vencedor!"
750 "[%s] Resposta errada!"
751 "[%s] Resposta: %s"
752 "[PickUp %s] Habilitado!"
753 "[PickUp %s] Desabilitado!"
754 "[PickUp] Desabilitado!"
755 "[ReMaster] MasterSkillTree resetada!"
756 "[ReMaster] Erro ao resetar a MasterSkillTree!"
757 "[BuyVip] Você tem o valor necessário para comprar!"
758 "[BuyVip] Parabéns você assinou o %s!"
759 "[BuyVip] O plano escolhido é inferior ao seu plano atual!"
760 "Descontado %d WC de sua conta!"
761 "Descontado %d WP de sua conta!"
762 "Descontado %d GP de sua conta!"
763 "Você pode usar o custom attack com o MuHelper ativo!"
764 "Você pode usar o MuHelper com o custom attack ativo!"
765 "Não pode usar acima do nível: %d"
766 "Valor para usar: %d WC!"
767 "Valor para usar: %d WP!"
768 "Valor para usar: %d GP!"
769 "Equipe Alliance venceu o evento!"
770 "Equipe Phanton venceu o evento!"
771 "[OffPvp] Ativado"
772 "[OffPvp] Desativado"
773 "[Lock] Ativado - Itens bloqueados!"
774 "[Lock] A senha deve conter pelo menos 8 caracteres!"
775 "[Lock] Justificativa ativada, utilize /unlock para desbloquear!"
776 "[Lock] Desativado!"
777 "[Lock] Senha inválida!"
778 "[Lock] A área bloqueada por senha!"
779 "Você só pode ativar o comando na zona segura"
780 "Loja Pessoal está vazia ou os itens estão sem preço"
781 "ATENÇÃO!! Todos os itens nesta loja são vendidos por Jewel of Bless"
782 "ATENÇÃO!! Todos os itens nesta loja são vendidos por Jewel of Soul"
783 "ATENÇÃO!! Todos os itens nesta loja são vendidos por Jewel of Chaos"
784 "ATENÇÃO!! Todos os itens nesta loja são vendidos por WCoinC"
785 "ATENÇÃO!! Todos os itens nesta loja são vendidos por WCoinP"
786 "ATENÇÃO!! Todos os itens nesta loja são vendidos por Goblin Point"
787 "Você precisa abrir a Loja Pessoal primeiro"
788 "O comando será executado durante %d minuto(s)"
789 "Tempo de utilização do /store terminou"
790 "[Attack] Desativado"
791 "[Attack] Você pode usar neste local"
792 "[Attack] Você tem a Habilidade necessária para usar"
793 "[Attack] Tempo de uso: %d minuto(s)"
794 "[Attack] Tempo esgotado"
795 "[Attack] Ativado"
796 "[OffAttack] Você deve ativar o /attack antes"
797 "[OffAttack] Você pode usar neste local"
798 "Essa Guilda não existe!"
799 "[PvP] Tempo esgotado!"
800 "[PvP] Cancelado!"
801 "[PvP] %s x %s iniciado!"
802 "[PvP] %s %d x %d %s!"
803 "[PvP] %s venceu o evento!"
804 "[PvP] Iniciado!"
805 "[MataMata] Fechou!"
806 "[MataMata] Evento iniciado!"
807 "[MataMata] Tempo esgotado!"
808 "[MataMata] Cancelado!"
809 "[MataMata] Abriu (Max Participantes: %d)!"
810 "[MataMata] Digite /queroir para participar!"
811 "[MataMata] Player %d: %s adicionado!"
812 "[MataMata] 1º - %s (%d pontos)!"
813 "[MataMata] 2º - %s (%d pontos)!"
814 "[MataMata] 3º - %s (%d pontos)!"
815 "[MataMata] Sua posição: %dº (%d pontos)!"
816 "[MataMata] Score: %d pontos!"
817 "O novo nome contém texto não permitido!"
818 "Necessário: %d master reset(s)."
819 "Não permitido com %d master ou mais"
820 "Comando: [/pack (soul, bless, etc) (10, 20, 30)]"
821 "Comando: [/unpack (soul, bless, etc) (10, 20, 30)]"
822 "Você possui o(s) item(s) necessário(s)."
823 "Comando concluído com sucesso."
824 "Você tem espaço no inventário."
825 "[TvTEvent] fecha em %d minuto(s)"
826 "Entrada para o Evento Team vs Team"
827 "[TvTEvent] fechou!"
828 "[TvTEvent] começa em %d minuto(s)"
829 "[TvTEvent] começa!"
830 "[TvTEvent] acabou!"
831 "[TvTEvent] Você pode entrar!"
832 "[TvTEvent] Não está aberto!"
833 "[TvTEvent] Você tem o item necessário para entrar!"
834 "Você tem o valor necessário para comprar!"
835 "Não permitido em Trade!"
836 "Descontado %d Zen por usar o comando!"
837 "Valor para usar: %d WC, %d WP, %d GP!"
838 "Digite novamente o comando se deseja usar!"
839 "Outro usuário da guilda está com o baú aberto!"
840 "Você tem autorização para usar o baú da Guilda!"
841 "%s baniu o personagem %s por %d dias!"
842 "%s baniu a conta do personagem %s por %d dias!"
843 "[AntiHack] Detectado o uso de SpeedHack!"
844 "[Trade] Valor necessário: %d Zen!"
845 "[Trade] Valor necessário: %d WC!"
846 "[Trade] Valor necessário: %d WP!"
847 "[Trade] Valor necessário: %d GP!"
848 "[Trade] %s não tem o valor necessário!"
849 "[QUEST %d] Necessário %d Cash para realizar!"
850 "[QUEST %d] Necessário %d Gold para realizar!"
851 "[QUEST %d] Necessário %d PcPoint para realizar!"
852 "[QUEST %d] Não há espaço no inventário para receber seu prêmio!"
853 "[QUEST %d] O buff já está ativo, faça a busca mais tarde"
854 "Faltam matar os monstros para completar a missão!"
855 "Missão completada!"
856 "[QUEST %d] Você não possui a patente necessária!"
857 "[QUEST %d] Necessário %d Kill(s) para continuar!"
858 "Sala para iniciantes! Saindo em %d segundo(s)"
859 "Você não pode acessar essa sala! Saindo em %d segundo(s)"
860 "[QUEST] Parabéns, você já completou essa missão!"
870 "[Online Reward Coin] Você ganhou WC: %d"
871 "[Online Reward Coin] Você ganhou WP: %d"
872 "[Online Reward Coin] Você ganhou GP: %d"
873 "BotAlchemist KoshGames[PT]"
874 "Preciso de [%d] zen."
875 "Serão descontados %d Wcoins no final."
876 "Você precisa de [%d] Wcoins"
877 "Você deve colocar apenas 2 itens!"
878 "Apenas armas e sets são permitidos!"
879 "Você deve colocar dois itens!"
880 "Você deve colocar dois itens do mesmo tipo!"
881 "Apenas itens inferiores à fonte funcionam com o meu alquimista!"
882 "Não posso trabalhar com itens antigos!"
883 "Espaço insuficiente no inventário!"
884 "A combinação falhou!"
885 "Combinação realizada com sucesso!"
886 "Só trabalho para VIPs!"
887 "Estou pronto!"
888 "[%s] Vire-se para ter sorte e receber uma recompensa [CD 30 Segundos]!"
890 "[LuckyWheel] Você precisa de [%d] Wcoins para me usar."
891 "Item comprado com sucesso!"
892 "Você precisa de mais WCoins"
893 "Item desativado!"
894 "Você não pode comprar itens com essa quantidade de dias!"
895 "Seu inventário está cheio."
896 "Você pode escolher apenas %d Opções Excellent"
897 "[%s] Faltam %d minuto(s) para iniciar o evento"
898 "O tempo para aceitar a petição expirou."
899 "Você não pode se casar neste momento!"
900 "Sua companheira(o) sumiu."
901 "Ambos devem estar na frente do altar da igreja em Devias!"
902 "Ambos precisam de %d %s+%d para se casarem!"
903 "Parabéns! Você se casou com %s!"
904 "Parabéns %s e %s, se casaram!"
905 "Você não pode se divorciar neste momento!"
906 "Você precisa de %d %s+%d para se divorciar!"
907 "Seu divórcio foi bem-sucedido, boa sorte da próxima vez."
908 "Sua companheira(o) não está conectada no momento!"
909 "Você não pode ir com sua companheira(o) neste momento!"
910 "[MARRIAGE] Sua proposta de casamento foi enviada!"
