//Index     Message
265			"No puedes salir del juego estando en Self Defense"
266			"Estás en el nivel máximo"
267			"Estás en el master level máximo"
268			"Sólo puedes agregar %d puntos"
269			"No puedes hablar durante %d segundos"
270			"No puedes enviar un mensaje a ti mismo"
271			"Hola, yo soy el guarda alegre, pero no me gustan los chistes"
272			"No se pudo realizar el teletransporte"
273			"Serás teletransportado en %d segundo(s) - ¡No te muevas ni respires!"
274			"No puedes moverte a este mapa con monturas"
275			"No puedes moverte a este mapa sin alas"
276			"Regalo del CashShop"
304			"¡El Ice Walker apareció!"
305			"No eres lo suficientemente fuerte para entrar en Double Goer"
306			"¡El Ice Walker fue derrotado!"
320			"¡El Selupan apareció! La puerta de la incubadora se cerrará en %d minuto(s)"
321			"La puerta de la incubadora cerró"
322			"¡El jugador %s derrotó a Selupan!"
323			"La puerta de la incubadora se abrirá de nuevo en %d minuto(s)"
324			"¡La puerta de la incubadora abrió!"
325			"La puerta de la incubadora está cerrada"
336			"La torre de refinación se cerrará en 60 minutos(s)"
337			"La torre de refinación se cerrará en 20 minutos(s)"
338			"La puerta de Kanturu se abrirá en 1 minuto(s)"
339			"La batalla contra Maya comenzará pronto, prepárese"
340			"La próxima batalla comenzará en 1 minuto(s)"
341			"¡La pesadilla apareció! Derrota para liberar la torre de refinación"
342			"¡La pesadilla fue derrotada! La Torre de Refinamiento fue liberada"
343			"El tiempo ha terminado, se eliminará del evento"
352			"El Castle Deep comenzará en 5 minutos(s)"
353			"El castillo profundo comenzó"
354			"El Castle Deep terminó"
355			"El Erohim fue muerto por el jugador %s"
356			"El %s fue muerto por el jugador %s"
368			"Balgass ensambló fuerzas con la armada de Kundun y se está preparando para atacar la fortaleza de Crywolf"
369			"La armada de Balgass está lista para atacar la fortaleza de Crywolf"
370			"La armada de Balgass está marchando hacia la fortaleza de Crywolf"
371			"La armada de Balgass se está acercando a la fortaleza de Crywolf"
372			"Ninguna Elfa se conectó a los altares, dejando la estatua del lobo desprotegida"
373			"Balgass estará vivo hasta el final de la batalla"
374			"¡La defensa falló! La estatua del lobo sagrado fue tomada por Balgass"
375			"¡La defensa ha tenido éxito! La estatua del lobo sagrado fue protegida"
376			"El período de conexión con los Altares del Lobo comenzará en %d segundo(s)"
377			"El período de conexión con los Altares del Lobo comenzará en %d minuto(s)"
378			"La armada de Balgass atacará en %d segundos(s)"
379			"La armada de Balgass atacará en %d minutos(s)"
380			"Sin la protección de las Elfas la estatua del lobo sagrado quedó desprotegida"
381			"¡Balgass está llegando! Protegen la estatua del lobo sagrado"
382			"La armada de Balgass comenzó a atacar la estatua del lobo sagrado"
383			"La armada de Balgass fue derrotada con la ayuda de los héroes"
384			"MvP Rango: %d"
385			"MvP Experience: %d"
386			"¡Balgass fue muerto por %s!"
387			"¡Balgass fue muerto!"
388			"La Dark Elf %d fue muerta por %s!"
389			"MvP Point: %d"
390			"Conectado al altar %d"
391			"%s se conectó al altar %d"
392			"El altar %d ha sido conectado"
393			"El período de conexión al pedestal %d no comenzó todavía"
394			"El altar %d ya ha sido conectado más de 2 veces"
395			"La posición para conectarse al altar %d es incorrecta"
396			"%s está tratando de conectarse al altar %d"
397			"Serás conectado al altar en 5 segundos(s)"
398			"No te muevas hasta que la conexión esté completa"
399			"La conexión con el altar %d fue cancelada"
400			"La barrera de la estatua del lobo sagrado desapareció"
401			"Número de conexiones: %d, Vida de la estatua: %d"
402			"La barrera de la estatua del lobo sagrado fue creada"
403			"La conexión requiere un Elfa level 260 o superior"
416			"El castillo Siege terminó"
417			"El período de registro del Castle Siege comenzó"
418			"El período de registro de los emblemas del Castle Siege comenzó"
419			"El período de selección de los gremios del castillo Siege comenzó"
420			"La selección de los gremios de Castle Siege ha finalizado"
421			"El período de preparación para Castle Siege comenzó"
422			"El castillo Siege comenzará en %d minuto(s)"
423			"El castillo Siege se está disputando"
424			"El gremio %s fue bien sucedió en defender el castillo"
425			"El gremio %s se convirtió en la nueva dueña del castillo"
426			"El dueño del castillo no fue definido"
427			"Sólo la Estatua del Guardián restó"
432			"La posición del jugador %s se ha cambiado al asistente del líder del gremio"
433			"La posición del jugador %s se ha cambiado a Maestro de Batalla"
434			"La posición del jugador %s se ha cambiado a miembro del gremio"
435			"El tipo del gremio %s se ha cambiado a %d"
436			"El gremio entró en la alianza %s"
437			"El clan ahora es enemigo del gremio %s"
438			"El gremio %s entró en la alianza %s"
439			"El gremio se retiró de la alianza"
440			"El gremio %s se retiró de la alianza %s"
441			"El gremio no es más de la alianza %s"
442			"El gremio no es enemigo del gremio %s"
443			"La alianza %s se ha deshecho"
448			"No puedes invocar a Life Stone fuera del castillo Siege"
449			"Sólo la alianza ofensiva puede invocar a Life Stone"
450			"Una vida de piedra ya ha sido invocada"
451			"No puedes invocar a Life Stone dentro de la Torre del Dragón"
452			"La vida de Stone fue invocada con éxito"
453			"La vida de Stone falló en ser invocada"
464			"Usted no puede invocar al soldado fuera del castillo Siege"
465			"Sólo la alianza defensiva puede invocar al soldado"
466			"Sólo el líder del gremio y su asistente pueden invocar al soldado"
467			"Se ha superado el número máximo de soldados"
468			"El soldado fue invocado con éxito"
469			"El soldado falló en ser invocado"
480			"El servidor se cerró"
481			"El servidor se cerrará automáticamente en %d segundo(s)"
482			"Este es un elemento duplicado, entre en contacto con el administrador"
483			"Su bloqueo de chat terminó"
484			"Usted saldrá del juego en %d segundo(s)"
485			"La auto defensa contra %s inició"
486			"La auto defensa contra %s terminó"
487			"El servidor se apagará automáticamente en 1 minuto(s)"
488			"El servidor se apagará automáticamente en 3 minutos(s)"
489			"El servidor se apagará automáticamente en 5 minutos(s)"
490			"La partida comenzará automáticamente en 10 segundos(s)"
491			"%s ganó %d Jewel of Bless"
492			"%s mató a Fenix"
493			"Usted ganó %d punto(s) de evento y %d Golds"
494			"%s mató a un golden"
495			"Usted ganó %d punto(s) de evento y %d Golds"
496			"%s mató a Erohin"
497			"Usted ganó %d punto(s) de evento y %d Golds"
498			""
499			"Quitar los Errtel antes de colocar"
500			"[Rey del MU] El acontecimiento comenzó"
501			"[Rey del MU] El acontecimiento terminó"
502			"[Rey del MU] Comienza en %d minuto(s)"
503			"[Rey del MU] El clan %s tomó el castillo!"
504			"[Rey del MU] Comienza en %d Segundo(s)"
505			""
506			"Usted no es miembro de un gremio!"
507			"Su gremio ya es dueña del castillo!"
508			"Usted no está en la coordenada correcta!"
509			"Su gremio debe tener por lo menos %d miembros!"
510			"Felicitaciones! ¡Su gremio ahora es dueña del castillo!"
511			"[Rey del MU] Termina en %d minuto(s)!"
512			""
513			"¡Inventario limpio con éxito!"
514			"www.kg-emulator.com"
515			"%s mató %s"
516			"%s mató %s"
517			""
518			"No tienes permiso para utilizar el /setvip"
519			"¡Vip agregado con éxito!"
520			"¡Esta cuenta no existe!"
521			"%s, no necesitas más de mi ayuda"
522			"%s, tu plan vip no permite el uso de este buff"
523			"%s Zen necesario: %d"
524			"%s PCPoints necesarios: %d"
525			"%s Necesita estar en la familia Vanert"
526			"%s Necesita estar en la familia Duprian"
527			"%s Necesita estar en la familia Duprian"
528			"%s Necesita estar en la familia Vanert"
529			"%s Necesario puntos de la familia: %d"
530			"%s Tiempo: %d Minutos(s)"
531			"%s eliminado %d Zen"
532			"%s quitado %d PCPoint(s)"
533			"%s Buff Aplicado!"
602 "¡Usted no puede casarse consigo mismo!"
603 "¡Usted acaba de casarse con %s!"
604 "¡Usted ya está casado - Mujeriego!"
605 "¡El otro personaje ya está casado! ¡No serruches!"
606 "Uso: [/casarse nombre | /divorcio | /rastrear]!"
607 "¡Usted no se puede divorciar en la primera semana de ser casado! ¡Aguántatela xD!"
608 "¡Usted acaba de divorciarse! ¡Al fin eres libre!"
609 "¡Usted no está casado! ¡Nadie te quiere!"
610 "¡Usted ha sido perseguido! ¡Corre, weon xD!"
611 "¡Usted trazó!"
612 "%s acaba de casarse con %s!"
613 "%s acaba de divorciarse de %s!"
614 "[Sistema de Casamiento] ¡Felicidades!"
615 "Entre %s y %s"
616 "[Sistema de Casamiento] Matrimonio gay permitido :v"
617 "¡Necesitas al menos nivel %d para utilizar este comando!"
618 "¡Él/Ella necesita al menos nivel %d para utilizar este comando!"
619 "El sistema de casamiento ha sido desactivado."
620 "Necesitas al menos %d zen para utilizar este comando!"
621 "Necesitas estar en la posición correcta en Devias2."
622 "El destino del otro jugador necesita estar en la posición correcta en Devias2."
623 "Información: [Nivel mínimo: %d | Rastreo y Rastro Costo: %d zen]!"
624 "¡No te puedes divorciar mientras estás desconectado!"
625 "El otro personaje está desconectado."
626 "¡Pues bien!"
627 "¡El personaje %s no está en línea!"
628 ""
629 ""
630 "¡Necesitas estar en nivel %d para utilizar ese comando!"
631 "¡Solo se permite usar dentro de la ciudad!"
632 "¡Necesitas estar en nivel %d para luchar contra tu oponente!"
633 "¡Comando no habilitado para tu cuenta!"
634 "Comando: [/clase dw, dk, elf, mg, dl, su, rf]"
635 "¡Debes elegir una clase diferente a la tuya!"
636 "¡Debes quitar los elementos del personaje primero!"
637 "¡Clase no disponible!"
638 "Resets necesarios: %d!"
639 "[GameMaster] %s está en línea!"
640 "%s está en línea!"
641 "¡No tienes permiso para utilizar eso!"
642 "¡Personaje no encontrado!"
643 "Comando: [/premiar CHAR TIPO VALOR]"
644 "¡Tipo de premio no disponible!"
645 "¡Valor del premio mayor al permitido!"
646 "¡Premio añadido exitosamente!"
647 "¡No puedes premiarte a ti mismo!"
648 "Comando: [/recarga tipo | Ejemplo: /recargar normal]"
649 "Recarga ejecutada exitosamente!"
650 "Comando: [/premiartodos TIPO VALOR]"
651 "El nombre debe tener un máximo de 10 letras."
652 "Este nombre ya existe."
653 "Espera %d segundos para utilizarlo de nuevo."
654 "¡Este nombre ya existe!"
655 "¡Nombre cambiado exitosamente!"
656 "¡Nombre no cambiado!"
657 "El personaje %s cambió su nombre a %s!"
658 "Debes salir del gremio para cambiar de nombre."
659 "No puedes utilizar esto ahora."
660 "[VELOZ] Comenzó en %s!"
661 "[VELOZ] El evento termina en %d minuto(s)!"
662 "[VELOZ] El evento termina en %d segundo(s)!"
663 "[VELOZ] Ganador: %s!"
664 "[VELOZ] Fin del evento - ¡No hubo ganador!"
665 "[VELOZ] Corre hacia las cuerdas x %d y %d"
666 "[VELOZ] Fin del evento - ¡Evento cancelado!"
667 "Error al prohibir!"
668 "¡Cuenta suspendida exitosamente!"
669 "¡Personaje suspendido exitosamente!"
670 "[EVENTO] Cierra en %d segundo(s)"
671 "[EVENTO] ¡Tiempo para participar terminó!"
672 "[EVENTO] ¡Cancelado!"
673 "[EVENTO] ¡%s ha iniciado un evento!"
674 "[EVENTO] ¡Escribe /participar para unirte!"
675 "[EVENTO] ¡Participante %s agregado!"
676 "[ESCONDE] Termina en %d segundo(s)"
677 "[ESCONDE] ¡Terminó sin ganador!"
678 "[ESCONDE] ¡Cancelado!"
679 "[ESCONDE] ¡%s inició el evento!"
680 "[ESCONDE] ¡Encuentra al GM y realiza intercambio!"
681 "[ESCONDE] ¡%s ganó el evento!"
682 "[ESCONDE] El evento termina en %d minuto(s)!"
683 "[PEGAPEGA] ¡Cerrado!"
684 "[PEGAPEGA] ¡Evento iniciado! ¡Estás prohibido!"
685 "[PEGAPEGA] ¡Tiempo agotado!"
686 "[PEGAPEGA] ¡Cancelado!"
687 "[PEGAPEGA] ¡Abierto!"
688 "[PEGAPEGA] ¡Escribe /quiero para participar!"
689 "[PEGAPEGA] Participante %s agregado!"
690 "[PEGAPEGA] ¡%s ganó el evento!"
691 "[PEGAPEGA] ¡%s ha sido atrapado!"
692 "[QUEST %d] ¡Necesitas estar en nivel %d o más!"
693 "[QUEST %d] ¡Necesitas tener %d Reset(s) o más!"
694 "[QUEST %d] ¡Necesitas tener %d Master Reset(s) o más!"
695 "[QUEST %d] ¡Necesitas tener %d zen o más!"
696 "[QUEST %d] ¡Debes ir a %s (x %d, y %d)!"
697 "[QUEST %d] ¡Necesitas el plan VIP necesario! ¡Cómpralo primero!"
698 "[QUEST %d] ¡Elemento necesario: %s!"
699 "[QUEST %d] ¡Debes matar %d %s (Faltan: %d)!"
700 "[QUEST] ¡Enhorabuena, ¡has completado todas las misiones!"
701 "[QUEST %d] ¡Terminado! ¡Ganaste: %d WC, %d WP, %d GP!"
702 "¡Enhorabuena! ¡Has recibido un regalo!"
703 "¡Has recibido todos tus regalos!"
704 "[RotaRussa] ¡Cerrado!"
705 "[RotaRussa] ¡Evento iniciado!"
706 "[RotaRussa] ¡Tiempo agotado!"
707 "[RotaRussa] ¡Cancelado!"
708 "[RotaRussa] Abrió (Max Participantes: %d)!"
709 "[RotaRussa] Escriba /quiero para participar!"
710 "[RotaRussa] Participante %d: %s agregado!"
711 "[RotaRussa] %s venció el evento!"
712 "[RotaRussa] Colocando la bala en el barril ...!"
713 "[RotaRussa] Girando el tambor ...!"
714 "[RotaRussa] Engatillando ...!"
715 "[RotaRussa] FUEGO!"
716 "[RotaRussa] HeadShot %s ha sido eliminado!"
717 "[RotaRussa] %s escapó ileso!"
718 "[Rey del MU] ¡Entrega de los premios!!!!"
719 "[Rey de la MU] El gremio %s ganó el evento!"
720 "[Rey del MU] Dona tiempo: %d minuto(s)!"
721 "[Rey del MU] Todos los miembros del gremio en línea ganaron:"
722 "[Rey del MU] 10 WC!!!"
723 "[Rey del MU] Personajes que más consagraron:"
724 "[Rey del MU] %d°: %s (Guild: %s)!"
725 "[Rey del MU] Ganaron 10 WC cada uno!"
726 "[Rey de la MU] No tuvo ganador!"
730 "Añadido(s) %d WC en su cuenta!"
731 "Añadido(s) %d WP en tu cuenta!"
732 "Añadido(s) %d GP en tu cuenta!"
733 "Comando: [/top clase clase | Ejemplo: /top rr dk]"
734 "Comando: [Clase: dk, dw, fe, mg, dl, su]"
735 "¡No hay resultados!"
736 "%d° Colocado: %s (%d)"
737 "Puntos redistribuidos"
738 "%s alcanzó la patente %s!"
739 "Usted ha alcanzado la patente %s!"
740 "Fui desactivado =("
741 "Usted necesita tener 64 piezas del mismo tipo en el inventario"
742 "Muchas gracias, ya tomé los artículos y entregué su premio."
743 "Lo siento, no tengo interés en estos temas."
744 "¡Usted cambió sus artículos por premios!"
745 "[ %s] Comienza en %d minuto(s)!"
746 "[ %s] Pregunta: (Use /resp para responder)"
747 "[ %s] %s"
748 "[ %s] %s venció el evento!"
749 "[ %s] No tuvo ganador!"
750 "[ %s] Respuesta incorrecta!"
751 "[ %s] Respuesta: %s"
752 "[PickUp %s] Habilitado!"
753 "[PickUp %s] Deshabilitado!"
754 "[PickUp] Deshabilitado!"
755 "[ReMaster] MasterSkillTree reiniciado!"
756 "[ReMaster] MasterSkillTree error al reiniciar!"
757 "[BuyVip] Usted no tiene el valor necesario para comprar!"
758 "[BuyVip] ¡Enhorabuena has firmado el %s!"
759 "[BuyVip] El plan elegido es inferior a su plan actual!"
760 "Descontado %d WC de su cuenta!"
761 "¡Descontado %d WP de tu cuenta!"
762 "Desconectado %d GP de su cuenta!"
763 "Usted no puede utilizar el ataque de ataxia con MuHelper activo!"
764 "Usted no puede usar MuHelper con custom ataque activo!"
765 "No puede utilizar encima del level: %d"
766 "Valor para usar: %d WC!"
767 "Valor para usar: %d WP!"
768 "Valor para utilizar: %d GP!"
769 "¡Equipo Alianza venció el evento!"
770 "El equipo Phanton ganó el evento!"
771 "[OffPvp] Activado"
772 "[OffPvp] Desactivado"
773 "[Lock] Activado - Elementos bloqueados!"
774 "[Lock] La contraseña debe contener un máximo de 8 caracteres!"
775 "[Lock] Ya está activado, utilice /unlock para desbloquear!"
776 "[Lock] Desactivado!"
777 "[Lock] Contraseña no válida!"
778 "[Lock] Acción bloqueada por contraseña!"
779 "Sólo puede activar el comando en la zona segura"
780 "El personal del hotel está vacío o los artículos son sin precio"
781 "ATENCIÓN!! Todos los items en este almacén son soldados para Jewel of Bless"
782 "ATENCIÓN!! Todos los items en este almacén son soldados para Jewel of Soul"
783 "ATENCIÓN!! Todos los items en este almacén son soldados para Jewel of Chaos"
784 "ATENCIÓN!! Todos los elementos en este almacén son soldados para WCoinC"
785 "ATENCIÓN!! Todos los elementos en este almacén son soldados para WCoinP"
786 "ATENCIÓN!! Todos los items en este almacén son soldados para Goblin Point"
787 "Necesita abrir la tienda personal antes"
788 "El comando se ejecutará durante %d minuto(s)"
789 "El tiempo de uso del /store terminó"
790 "[Attack] Desactivado"
791 "[Attack] No se puede usar en esta ubicación"
792 "[Attack] No tienes la habilidad necesaria para usar"
793 "[Attack] Tiempo de uso: %d minuto(s)"
794 "[Attack] Tiempo agotado"
795 "[Attack] Activado"
796 "[OffAttack] Debe activar el /ataque antes"
797 "[OffAttack] No se puede usar en esta ubicación"
798 "¡Este gremio no existe!"
799 "[PvP] Tiempo agotado!"
800 "[PvP] Cancelado!"
801 "[PvP] %s x %s iniciado!"
802 "[PvP] %s %d x %d %s!"
803 "[PvP] %s venció el evento!"
804 "[PvP] Iniciado!"
805 "[Matanza] ¡Cerrado!"
806 "[Matanza] Evento iniciado!"
807 "[Matanza] Tiempo agotado!"
808 "[Matanza] Cancelado!"
809 "[Matanza] Abrió (Max Participantes: %d)!"
810 "[Matanza] Escriba /quiero para participar!"
811 "[Matanza] Player %d: %s agregado!"
812 "[Matanza] 1 - %s (%d puntos)!"
813 "[Matanza] 2° - %s (%d puntos)!"
814 "[Matanza] 3° - %s (%d puntos)!"
815 "[Matanza] Su posición: %d° (%d puntos)!"
816 "[Matanza] Puntuación: %d puntos!"
817 "¡El nuevo nombre contiene texto no permitido!"
818 "Necesario: %d master reset(s)."
819 "No permitido con %d master o +"
820 "Comando: [/pack (soul, bless, etc) (10,20,30)]"
821 "Comando: [/unpack (soul, bless, etc) (10,20,30)]"
822 "Usted no tiene el(los) elemento(s) necesario(s)."
823 "Comando completado con éxito."
824 "Usted no tiene espacio en el inventario."
825 "[TvTEvent] se cierra en %d minuto(s)"
826 "Entrada para el Evento Team vs Team"
827 "[TvTEvent] cerró!"
828 "[TvTEvent] comienza en %d minuto(s)"
829 "[TvTEvent] comenzó!"
830 "[TvTEvent] acabó!"
831 "[TvTEvent] Usted no puede entrar!"
832 "[TvTEvent] ¡No está abierto!"
833 "[TvTEvent] Usted no tiene el elemento necesario para entrar!"
834 "Usted no tiene el valor necesario para comprar!"
835 "¡No permitido en Trade!"
836 "¡Descontado %d Zen por usar el comando!"
837 "Valor para usar: %d WC, %d WP, %d GP!"
838 "Introduzca de nuevo el comando si desea usarlo."
839 "¡Otro usuario del gremio está con el cofre abierto!"
840 "¡Usted no tiene autorización para usar el baúl del gremio!"
841 "%s deshizo el personaje %s por %d días!"
842 "%s ha prohibido la cuenta del personaje %s por %d días!"
843 "[AntiHack] ¡Detectado el uso de SpeedHack!"
844 "[Trade] Valor necesario: %d Zen!"
845 "[Trade] Valor necesario: %d WC!"
846 "[Trade] Valor necesario: %d WP!"
847 "[Trade] Valor necesario: %d GP!"
848 "[Trade] %s no tiene el valor necesario!"
849 "[QUEST %d] Necesario %d Cash para realizar!"
850 "[QUEST %d] Necesario %d Gold para realizar!"
851 "[QUEST %d] Necesario %d PcPoint para realizar!"
852 "[QUEST %d] ¡No hay espacio en el inventario para recibir su premio!"
853 "[QUEST %d] El buff ya está activo, realice la búsqueda después!"
854 "¡Falta matar a los monstruos para completar la misión!"
855 "¡Misión concluida!"
856 "[QUEST %d] Usted no tiene la patente necesaria!"
857 "[QUEST %d] Necesario %d Kill(s) para continuar!"
858 "¡Sala principiante! Saliendo en %d segundo(s)"
859 "Usted no puede acceder a esa sala! Saliendo en %d segundo(s)"
860 "[QUEST] ¡Enhorabuena, ya has completado esa búsqueda!"
870 "[Online Reward Coin] Has ganado WC: %d"
871 "[Online Reward Coin] Has ganado WP: %d"
872 "[Online Reward Coin] Has ganado GP: %d"
873 "BotAlchemist"
